Description:           Daily Index of EDGAR Dissemination Feed
Last Data Received:    Jan  4, 2013
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
CIK|Company Name|Form Type|Date Filed|File Name
1013272|NORWOOD FINANCIAL CORP|3|20130104|edgar/data/1013272/0001140361-13-001108.txt
1013321|LOGAN GEORGE W|4|20130104|edgar/data/1013321/0001013321-13-000001.txt
1013462|ANSYS INC|4|20130104|edgar/data/1013462/0001181431-13-001584.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001886.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001887.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001888.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001889.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001890.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001891.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001892.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001893.txt
1013488|BJs RESTAURANTS INC|4|20130104|edgar/data/1013488/0001181431-13-001894.txt
1013606|ENDOLOGIX INC /DE/|3|20130104|edgar/data/1013606/0001209191-13-001907.txt
1013606|ENDOLOGIX INC /DE/|4|20130104|edgar/data/1013606/0001209191-13-001915.txt
1013803|SHATTUCK KOHN BARBARA|4|20130104|edgar/data/1013803/0001179110-13-000507.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000512.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000513.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000515.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000517.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000518.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000520.txt
1013871|NRG ENERGY, INC.|4|20130104|edgar/data/1013871/0001179110-13-000521.txt
1014473|VERISIGN INC/CA|SC 13G/A|20130104|edgar/data/1014473/0000900973-13-000002.txt
1015780|E TRADE FINANCIAL Corp|4|20130104|edgar/data/1015780/0001015780-13-000002.txt
1016125|ULTIMATE SOFTWARE GROUP INC|4|20130104|edgar/data/1016125/0001209191-13-001796.txt
1017080|Snow John W.|4|20130104|edgar/data/1017080/0001209191-13-001933.txt
1017552|SCHWARTZ BARRY F|4|20130104|edgar/data/1017552/0001104659-13-000814.txt
1017673|DOVER MOTORSPORTS INC|4|20130104|edgar/data/1017673/0001180594-13-000002.txt
1017673|DOVER MOTORSPORTS INC|4|20130104|edgar/data/1017673/0001205788-13-000002.txt
1017673|DOVER MOTORSPORTS INC|4|20130104|edgar/data/1017673/0001205790-13-000002.txt
1017673|DOVER MOTORSPORTS INC|4|20130104|edgar/data/1017673/0001205793-13-000002.txt
1017673|DOVER MOTORSPORTS INC|4|20130104|edgar/data/1017673/0001205799-13-000001.txt
1017673|DOVER MOTORSPORTS INC|4|20130104|edgar/data/1017673/0001384932-13-000001.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001880.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001885.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001894.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001899.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001911.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001924.txt
101778|MARATHON OIL CORP|4|20130104|edgar/data/101778/0001209191-13-001930.txt
1017973|EDWARDSON JOHN A|4|20130104|edgar/data/1017973/0001137411-13-000005.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000397.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000398.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000399.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000400.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000401.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000402.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000404.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000407.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000411.txt
1018003|INGRAM MICRO INC|4|20130104|edgar/data/1018003/0001179110-13-000412.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000874.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000875.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000876.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000877.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000878.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000879.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000880.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000881.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000882.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000883.txt
101829|UNITED TECHNOLOGIES CORP /DE/|4|20130104|edgar/data/101829/0001225208-13-000884.txt
1018657|MCCALLISTER MICHAEL B|4|20130104|edgar/data/1018657/0000049071-13-000013.txt
1018660|SMITH WAYNE T|4|20130104|edgar/data/1018660/0000884905-13-000004.txt
1018840|ABERCROMBIE & FITCH CO /DE/|4|20130104|edgar/data/1018840/0001225208-13-000727.txt
1018925|BIGGINS J VERONICA|4|20130104|edgar/data/1018925/0001219998-13-000003.txt
1019424|IVESTER M DOUGLAS|4|20130104|edgar/data/1019424/0000750556-13-000003.txt
1019671|SEACHANGE INTERNATIONAL INC|4|20130104|edgar/data/1019671/0001181431-13-001604.txt
1019671|SEACHANGE INTERNATIONAL INC|4|20130104|edgar/data/1019671/0001181431-13-001605.txt
1019737|NAVIGANT CONSULTING INC|4|20130104|edgar/data/1019737/0001209191-13-002248.txt
1019946|PURISIMA FUNDS|497J|20130104|edgar/data/1019946/0000894189-13-000039.txt
1019946|PURISIMA FUNDS|N-Q|20130104|edgar/data/1019946/0000894189-13-000053.txt
1020214|CERUS CORP|4|20130104|edgar/data/1020214/0001181431-13-001867.txt
1020214|CERUS CORP|4|20130104|edgar/data/1020214/0001181431-13-001868.txt
1020214|CERUS CORP|4|20130104|edgar/data/1020214/0001181431-13-001869.txt
1020214|CERUS CORP|4|20130104|edgar/data/1020214/0001181431-13-001870.txt
1020214|CERUS CORP|4|20130104|edgar/data/1020214/0001181431-13-001871.txt
1020214|CERUS CORP|4|20130104|edgar/data/1020214/0001181431-13-001873.txt
1020214|CERUS CORP|SC 13G/A|20130104|edgar/data/1020214/0000906304-13-000046.txt
1020325|BRADY ROBERT T|4|20130104|edgar/data/1020325/0000070145-13-000001.txt
1020325|BRADY ROBERT T|4|20130104|edgar/data/1020325/0001209191-13-001871.txt
1020559|WEST THOMAS L JR|4|20130104|edgar/data/1020559/0001562830-13-000006.txt
1021060|GERKENS HENRY H|4|20130104|edgar/data/1021060/0001127602-13-001072.txt
1021162|TRIUMPH GROUP INC|4|20130104|edgar/data/1021162/0001179110-13-000343.txt
1021572|FORD GERALD J|4|20130104|edgar/data/1021572/0001104659-13-000813.txt
1021635|OGE ENERGY CORP.|4|20130104|edgar/data/1021635/0001140361-13-001004.txt
1021635|OGE ENERGY CORP.|4|20130104|edgar/data/1021635/0001140361-13-001005.txt
1021635|OGE ENERGY CORP.|4|20130104|edgar/data/1021635/0001140361-13-001007.txt
1021635|OGE ENERGY CORP.|4|20130104|edgar/data/1021635/0001140361-13-001008.txt
1021635|OGE ENERGY CORP.|4|20130104|edgar/data/1021635/0001140361-13-001009.txt
1021762|STREETER STEPHANIE A|4|20130104|edgar/data/1021762/0001209191-13-002171.txt
1022079|QUEST DIAGNOSTICS INC|3|20130104|edgar/data/1022079/0001127602-13-001132.txt
1022079|QUEST DIAGNOSTICS INC|3|20130104|edgar/data/1022079/0001127602-13-001135.txt
1022713|CROTTY GERALD C|4|20130104|edgar/data/1022713/0001209191-13-001888.txt
1022724|KIRK PAUL G JR|4|20130104|edgar/data/1022724/0000899681-13-000013.txt
1023225|WYSZOMIERSKI JACK L|4|20130104|edgar/data/1023225/0001437749-13-000196.txt
1023259|SCHULZE GAIL|4|20130104|edgar/data/1023259/0001181431-13-001870.txt
1023533|CHELLGREN PAUL W|4|20130104|edgar/data/1023533/0001209191-13-002119.txt
1023582|OBRIEN JAMES J /KY|4|20130104|edgar/data/1023582/0000049071-13-000017.txt
1024126|PERNIX THERAPEUTICS HOLDINGS, INC.|425|20130104|edgar/data/1024126/0001193125-13-003953.txt
1024126|PERNIX THERAPEUTICS HOLDINGS, INC.|8-K|20130104|edgar/data/1024126/0001193125-13-003951.txt
1024134|CHASE ARNOLD L|4|20130104|edgar/data/1024134/0001140361-13-001127.txt
1024240|STATON DANIEL C|4|20130104|edgar/data/1024240/0001437749-13-000213.txt
1024240|STATON DANIEL C|4|20130104|edgar/data/1024240/0001437749-13-000237.txt
1024242|ZINK DARELL E JR|4|20130104|edgar/data/1024242/0001140361-13-001137.txt
1024478|ROCKWELL AUTOMATION INC|4|20130104|edgar/data/1024478/0001246360-13-000276.txt
1024725|TENNECO INC|4|20130104|edgar/data/1024725/0001181431-13-001808.txt
1024795|SUN HYDRAULICS CORP|4|20130104|edgar/data/1024795/0001466102-13-000001.txt
1025355|VON SCHACK WESLEY W|4|20130104|edgar/data/1025355/0001181431-13-001757.txt
1025393|JONES DAVID A JR/KY|4|20130104|edgar/data/1025393/0000049071-13-000012.txt
1025877|DCB FINANCIAL CORP|4/A|20130104|edgar/data/1025877/0001025877-13-000004.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000003.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000005.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000006.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000007.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000008.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000009.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000010.txt
1025877|DCB FINANCIAL CORP|4|20130104|edgar/data/1025877/0001025877-13-000011.txt
1025996|KILROY REALTY CORP|3|20130104|edgar/data/1025996/0001181431-13-001568.txt
1025996|KILROY REALTY CORP|4|20130104|edgar/data/1025996/0001025996-13-000002.txt
1025996|KILROY REALTY CORP|4|20130104|edgar/data/1025996/0001025996-13-000003.txt
1025996|KILROY REALTY CORP|4|20130104|edgar/data/1025996/0001025996-13-000004.txt
1025996|KILROY REALTY CORP|4|20130104|edgar/data/1025996/0001181431-13-001585.txt
1026200|PRIVATE ASSET MANAGEMENT INC|13F-HR|20130104|edgar/data/1026200/0001140361-13-000901.txt
1026655|CORE MOLDING TECHNOLOGIES INC|8-K|20130104|edgar/data/1026655/0001026655-13-000002.txt
1026915|BELL MARC H|4|20130104|edgar/data/1026915/0001437749-13-000236.txt
1026939|DRUMMOND JERE A|4|20130104|edgar/data/1026939/0001225208-13-000829.txt
1026977|CNI CHARTER FUNDS|497|20130104|edgar/data/1026977/0001398344-13-000011.txt
1027263|EQ ADVISORS TRUST|40-17G|20130104|edgar/data/1027263/0001193125-13-003616.txt
1027596|ADVISORS SERIES TRUST|497|20130104|edgar/data/1027596/0000894189-13-000049.txt
1027741|STORCH DAVID P|4|20130104|edgar/data/1027741/0001127602-13-001122.txt
1027884|CHICAGO BRIDGE & IRON CO N V|8-K|20130104|edgar/data/1027884/0001193125-13-003925.txt
1028902|NUTTER WALLACE LEE|4|20130104|edgar/data/1028902/0001209191-13-002225.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000966.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000967.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000968.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000969.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000970.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000972.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000973.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000974.txt
1028918|PACIFIC PREMIER BANCORP INC|4|20130104|edgar/data/1028918/0001140361-13-000975.txt
1029023|SYNTROLEUM CORP|4|20130104|edgar/data/1029023/0001029023-13-000001.txt
1029023|SYNTROLEUM CORP|4|20130104|edgar/data/1029023/0001029023-13-000002.txt
1029023|SYNTROLEUM CORP|4|20130104|edgar/data/1029023/0001029023-13-000003.txt
1029023|SYNTROLEUM CORP|4|20130104|edgar/data/1029023/0001029023-13-000004.txt
1029023|SYNTROLEUM CORP|4|20130104|edgar/data/1029023/0001029023-13-000005.txt
1029199|EURONET WORLDWIDE INC|4|20130104|edgar/data/1029199/0001181431-13-001487.txt
1029199|EURONET WORLDWIDE INC|4|20130104|edgar/data/1029199/0001181431-13-001489.txt
1029199|EURONET WORLDWIDE INC|4|20130104|edgar/data/1029199/0001181431-13-001491.txt
1029199|EURONET WORLDWIDE INC|4|20130104|edgar/data/1029199/0001181431-13-001494.txt
1029199|EURONET WORLDWIDE INC|4|20130104|edgar/data/1029199/0001181431-13-001497.txt
1029704|LEHMANN NOLAN|4|20130104|edgar/data/1029704/0001209191-13-002217.txt
103014|JACKSON SWL VARIABLE ANNUITY FUND I|497J|20130104|edgar/data/103014/0000103014-13-000002.txt
103014|JACKSON SWL VARIABLE ANNUITY FUND I|497J|20130104|edgar/data/103014/0000103014-13-000004.txt
103014|JACKSON SWL VARIABLE ANNUITY FUND I|497J|20130104|edgar/data/103014/0000103014-13-000006.txt
1030471|UTSTARCOM HOLDINGS CORP.|SC TO-I/A|20130104|edgar/data/1030471/0001104659-13-000541.txt
1030475|CHINA EASTERN AIRLINES CORP LTD|6-K|20130104|edgar/data/1030475/0001144204-13-000625.txt
1031028|GLOBECOMM SYSTEMS INC|4|20130104|edgar/data/1031028/0001140361-13-001110.txt
1031029|STARTEK INC|4|20130104|edgar/data/1031029/0001179110-13-000470.txt
1031029|STARTEK INC|4|20130104|edgar/data/1031029/0001179110-13-000474.txt
1031029|STARTEK INC|4|20130104|edgar/data/1031029/0001179110-13-000478.txt
1031029|STARTEK INC|4|20130104|edgar/data/1031029/0001179110-13-000483.txt
1031203|GROUP 1 AUTOMOTIVE INC|4|20130104|edgar/data/1031203/0001127602-13-001195.txt
1031203|GROUP 1 AUTOMOTIVE INC|4|20130104|edgar/data/1031203/0001127602-13-001196.txt
1031203|GROUP 1 AUTOMOTIVE INC|4|20130104|edgar/data/1031203/0001127602-13-001199.txt
1031203|GROUP 1 AUTOMOTIVE INC|4|20130104|edgar/data/1031203/0001127602-13-001202.txt
1031203|GROUP 1 AUTOMOTIVE INC|4|20130104|edgar/data/1031203/0001127602-13-001204.txt
1031203|GROUP 1 AUTOMOTIVE INC|4|20130104|edgar/data/1031203/0001127602-13-001205.txt
1032208|SEMPRA ENERGY|4|20130104|edgar/data/1032208/0001228379-13-000001.txt
1032208|SEMPRA ENERGY|4|20130104|edgar/data/1032208/0001228379-13-000002.txt
1032208|SEMPRA ENERGY|4|20130104|edgar/data/1032208/0001228379-13-000003.txt
1032208|SEMPRA ENERGY|4|20130104|edgar/data/1032208/0001228379-13-000004.txt
1032208|SEMPRA ENERGY|4|20130104|edgar/data/1032208/0001228379-13-000005.txt
1032220|MAXIMUS INC|4|20130104|edgar/data/1032220/0001032220-13-000002.txt
1032809|LEFKOWITZ BARRY|4|20130104|edgar/data/1032809/0001179110-13-000496.txt
1032810|THOMAS ROGER W|4|20130104|edgar/data/1032810/0001179110-13-000497.txt
1033146|SEQUOIA MORTGAGE FUNDING CORP|S-3|20130104|edgar/data/1033146/0001144204-13-000746.txt
1033331|HASTINGS REED|4|20130104|edgar/data/1033331/0001543998-13-000009.txt
1033501|DOW STEPHEN M|4|20130104|edgar/data/1033501/0001179110-13-000552.txt
1033881|GOLUB STEVEN J|4|20130104|edgar/data/1033881/0001140361-13-001105.txt
1034196|ADVENT INTERNATIONAL CORP/MA|13F-HR|20130104|edgar/data/1034196/0001193125-13-003475.txt
1034272|KIMMEL ROGER H|4|20130104|edgar/data/1034272/0001127602-13-001227.txt
1034312|LEACH TIMOTHY A|4|20130104|edgar/data/1034312/0001246360-13-000282.txt
1034439|BOWLES BARBARA L|4|20130104|edgar/data/1034439/0000107815-13-000011.txt
1034592|OMNICOMM SYSTEMS INC|8-K|20130104|edgar/data/1034592/0001437749-13-000205.txt
1034604|SHARPLES BRIAN|4|20130104|edgar/data/1034604/0001181431-13-001701.txt
1035354|SENESCO TECHNOLOGIES INC|8-K|20130104|edgar/data/1035354/0001144204-13-000829.txt
1035357|MCCALMONT WILLIAM S|4|20130104|edgar/data/1035357/0001181431-13-001565.txt
1035909|BROWN MICHAEL J|4|20130104|edgar/data/1035909/0001181431-13-001487.txt
103595|VILLAGE SUPER MARKET INC|4|20130104|edgar/data/103595/0001563750-13-000003.txt
1036335|JACOBS P ANTHONY|4|20130104|edgar/data/1036335/0001029023-13-000001.txt
1036345|SEWARD JAMES R|4|20130104|edgar/data/1036345/0001029023-13-000002.txt
1036398|BUDINGER ZOE BAIRD|4|20130104|edgar/data/1036398/0001225208-13-000787.txt
103682|VIRGINIA ELECTRIC & POWER CO|424B2|20130104|edgar/data/103682/0001193125-13-003391.txt
1036968|diaDexus, Inc.|CT ORDER|20130104|edgar/data/1036968/9999999997-13-000076.txt
1037175|CARNAHAN ELLEN|4|20130104|edgar/data/1037175/0001209191-13-001855.txt
1037854|SIMMONS HAROLD C|4|20130104|edgar/data/1037854/0000059255-13-000003.txt
1037985|MEYERCORD F DUFFIELD|4|20130104|edgar/data/1037985/0001273412-13-000014.txt
1038074|SILICON LABORATORIES INC|4|20130104|edgar/data/1038074/0001520649-13-000001.txt
1038074|SILICON LABORATORIES INC|4|20130104|edgar/data/1038074/0001520649-13-000002.txt
1038133|HESKA CORP|8-K|20130104|edgar/data/1038133/0001038133-13-000002.txt
1038222|Reis, Inc.|4|20130104|edgar/data/1038222/0001209191-13-002192.txt
1038222|Reis, Inc.|4|20130104|edgar/data/1038222/0001209191-13-002193.txt
1038222|Reis, Inc.|4|20130104|edgar/data/1038222/0001209191-13-002194.txt
1038222|Reis, Inc.|4|20130104|edgar/data/1038222/0001209191-13-002195.txt
1038253|COLLINS ARTHUR D JR|4|20130104|edgar/data/1038253/0001225208-13-000857.txt
1038276|WARD TOM L.|4|20130104|edgar/data/1038276/0001349436-13-000022.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000421.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000422.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000423.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000424.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000426.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000427.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000428.txt
1038280|MAC-GRAY CORP|4|20130104|edgar/data/1038280/0001179110-13-000429.txt
